Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Popularity,Track Features,Lyrics
Snooze,SZA,91,"pop, r&b, rap",SOS,0.91,"{'danceability': 0.559, 'energy': 0.551, 'key': 5, 'loudness': -7.231, 'mode': 1, 'speechiness': 0.132, 'acousticness': 0.141, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.392, 'tempo': 143.008, 'type': 'audio_features', 'id': '4iZ4pt7kvcaH6Yo8UoZ4s2', 'uri': 'spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2', 'track_href': 'https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2', 'duration_ms': 201800, 'time_signature': 4}","
 Ooh 
 think know 

  
 touch fire 
  times  testify 
 told lie  kill bitch 
 scared  
 Long juggin   got 
 Mobbin   schemin   lootin   hide bodies 
 Long dreamin  bout  ai problem 
 got  right 
 Tell truth  look better 

  
 lose 
 snooze miss moment  
 important 
 body like 
 lose 
 snooze miss moment 
 important 
 body like  

  
 droptop ride  feel like Scarface  Scarface  
 Like white bitch bob  main  main  
 Lеt argument place  placе  
 Sex remind nonviolent  day  Day  
 ai shit  magic  yeah 
 Smash grab shit  yeah 
 Nasty habits hold 
 Ai home 
 Hard grow  sayin  
 SZA LiveGet tickets low  117You like 
 lose 
 snooze miss moment  
 important 
 body like 
 lose 
 snooze miss moment  
 important 
 body like  

  
 Main ridin  
 frontin  main tryin   
 blame main lyin   
 threatenin  leave main cryin   
 tryna 
 Main ridin  
 frontin  main tryin   
 blame main lyin   
 threatenin  leave main cryin   

  
 lose  Like  like  
 snooze miss moment   Like  
 important 
 body like 
 lose  Like  
 snooze miss moment   Like  
 important 
 body like  
  
 Nah  nah  nah  nah 
 think know  woah 
   lose  oh 
 think know  oh14Embed"
Agora Hills,Doja Cat,87,"dance pop, pop",Scarlet,0.87,"{'danceability': 0.75, 'energy': 0.674, 'key': 8, 'loudness': -6.128, 'mode': 0, 'speechiness': 0.097, 'acousticness': 0.228, 'instrumentalness': 8.91e-05, 'liveness': 0.122, 'valence': 0.392, 'tempo': 123.026, 'type': 'audio_features', 'id': '7dJYggqjKo71KI9sLzqCs8', 'uri': 'spotify:track:7dJYggqjKo71KI9sLzqCs8', 'track_href': 'https://api.spotify.com/v1/tracks/7dJYggqjKo71KI9sLzqCs8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7dJYggqjKo71KI9sLzqCs8', 'duration_ms': 265360, 'time_signature': 4}","
 Ooh 
 Yeah  yeah 

  
 Kissin  hope caught  Ah  
 like   
 wanna   
 wanna   
 wanna brag  Yeah  
 wanna tie knot  Knot  
 wanna   
 wanna   

  
 wanna   
 Yeah  yeah 
 wanna   
 wanna   
 wanna  Yeah  
 Yeah  yeah 
 wanna   
 wanna   
 wanna 

  
 Hold hand 
 hit watch  boy 
 Doja Cat LiveGet tickets low  87You like 
  930  
  hang  hang 

  
 Somethin different 
 Love hit smack 
 Baby  let lick tattoos 
 true like PDA  seedy place 
 Suck little dick bathroom 
  man big strong hands 
 ass club paps   Baby  
  seat chillin  window 
 toеs dash  gettin  fast food 
 Hope handlе heat  streets 
 fans lookin  
 Fuck heard  fuck birds 
 mean kitty  stabbed rat tooth 
 Boys mad fuck incels 
 Girls hate  gun pigtail 
 love  wanna big chill 
 Boy  trip  split big bill 
  round world  understand 
 Rub face  rock hand 

  
 Baby   miss 
 lonely mansion 
  
 Kissin  hope caught  Ah  
 like   
 wanna   
 wanna   
 wanna brag  Yeah  
 wanna tie knot  Knot  
 wanna   
 wanna   

  
 wanna   
 Yeah  yeah 
 wanna   
 wanna   
 wanna  Yeah  
 Yeah  yeah 
 wanna   
 wanna   
 wanna 

  
 Hold hand 
 hit watch  boy 

  
 Ah  sorry  takin  sip root beer 
  
 Cause love pain  need shit  Yeah  
 fuck good bean kicks 
 Like Fortnite  need skin  Yeah  
 fuck penis  Uh  
 Boy   man 
 OnlyFans 
 Holy cow  Holy Trin  
 Hold hole need dick 
 security  therapy 
  ai holding shit 
 need space  
 broke heart  fixed 
 long walk beach 
 Love honk  honk street  Beep  
 zoom Jeep  Yeah  
 damn joint  energy 
 Baby  ride enemies 
 wanna know 
 Let em feel feel Philistines 
 Cause type love epitome  said 

  
 Baby  literally capping right 
 Like capping  
 cap hard   know 

  
 Kissin  hope caught  Ah  
 like   
 wanna   
 wanna   
 wanna brag  Yeah  
 wanna tie knot  Knot  
 wanna   
 wanna   

  
 wanna   
 Yeah  yeah 
 wanna   
 wanna   
 wanna  Yeah  
 Yeah  yeah 
 wanna   
 wanna   
 wanna 

  
 Hold hand 
 hit watch  boy22Embed"
Cruel Summer,Taylor Swift,100,pop,Lover,0.97,"{'danceability': 0.552, 'energy': 0.702, 'key': 9, 'loudness': -5.707, 'mode': 1, 'speechiness': 0.157, 'acousticness': 0.117, 'instrumentalness': 2.06e-05, 'liveness': 0.105, 'valence': 0.564, 'tempo': 169.994, 'type': 'audio_features', 'id': '1BxfuPKGuaTgP7aM0Bbdwr', 'uri': 'spotify:track:1BxfuPKGuaTgP7aM0Bbdwr', 'track_href': 'https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr', 'duration_ms': 178427, 'time_signature': 4}","
  Yeah  yeah  yeah  yeah  

  
 Fever dream high quiet night 
 know caught  Oh yeah  right  want  
 Bad  bad boy  shiny toy price 
 know bought  Oh yeah  right  want  

  
 Killing slow  window 
 waiting waiting 
 Devils roll dice  angels roll eyes 
 kill makes want 

  
 new  shape body 
 blue  feeling got 
 ooh  woah  oh 
 cruel summer 
 cool  tell em 
 rules breakable heaven 
 ooh  woah  oh 
 cruel summer 

  
 Hang head low glow vending machine 
 dying  Oh yeah  right  want  
 screw trying times 
 trying  Oh yeah  right  want  
 Taylor Swift LiveGet tickets low  359You like 
 cut headlights  summer knife 
 waiting cut bone 
 Devils roll dice  angels roll eyes 
 bleed  know  oh 

  
 new  shape body 
 blue  feeling got 
 ooh  woah  oh 
 cruel summer 
 cool  tell em 
 rules breakable heaven 
 ooh  woah  oh 
 cruel summer 

  
 drunk car 
 cried like baby comin  home bar  Oh  
 Said   fine   true 
 wanna secrets 
 snuck garden gate 
 night summer seal fate  Oh  
 scream   worth 
 love  ai worst thing heard   
 looks  grinnin  like devil 
  
 new  shape body 
 blue  feeling got 
 ooh  woah  oh 
 cruel summer 
 cool  tell em 
 rules breakable heaven 
 ooh  woah  oh 
 cruel summer 

  
 drunk car 
 cried like baby comin  home bar  Oh  
 Said   fine   true 
 wanna secrets 
 snuck garden gate 
 night summer seal fate  Oh  
 scream   worth 
 love  ai worst thing heard   
  Yeah  yeah  yeah  yeah105Embed"
Saturn,SZA,91,"pop, r&b, rap",Saturn,0.92,"{'danceability': 0.411, 'energy': 0.619, 'key': 1, 'loudness': -6.834, 'mode': 1, 'speechiness': 0.0368, 'acousticness': 0.62, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.337, 'tempo': 177.937, 'type': 'audio_features', 'id': '1bjeWoagtHmUKputLVyDxQ', 'uri': 'spotify:track:1bjeWoagtHmUKputLVyDxQ', 'track_href': 'https://api.spotify.com/v1/tracks/1bjeWoagtHmUKputLVyDxQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1bjeWoagtHmUKputLVyDxQ', 'duration_ms': 186192, 'time_signature': 4}","
 universe 
 noise  Noise  
 sign  Sign  
 life 
 point losing love 
 Repeating pain    
   
 hate place 

  
 Stuck paradigm 
 believe paradise 
 Hell like 
 got  got 
 Sick head 
 Intrusive thoughts  paralyzе 
 Nirvana advertised 
 Therе got  

  
 Ooh  Ooh  ooh  
 Life better Saturn 
 Got break pattern 
 floating away 
 Ooh  Ooh  ooh  
 Find worth saving 
 taking 
 
 SZA LiveGet tickets low  117You like 
 better Saturn 
 matters 
 Dreaming Saturn  oh 

  
 karma real 
  
 unfair 
 wrong 
 point good 
 reward  
 good die young poor 
 gave 

  
 Stuck terradome  Ooh  
 terrible  Ooh  
 Making hysterical  Ooh  
 got  got 
 Sick head  Ooh  
 Intrusive thoughts  paralyze  Ooh  
 Nirvana advertised  Ooh  
 got  

  
 Ooh  Ooh  ooh  
 Life better Saturn 
 Got break pattern 
 floating away 
 Ooh  Ooh  ooh  
 Find worth saving 
 taking 
 
  
 better Saturn 
 matters 
 Dreaming Saturn  oh 

  
  Ooh  ooh  ooh  
  Ooh  ooh  ooh8Embed"
Stick Season,Noah Kahan,87,pov: indie,Stick Season,0.95,"{'danceability': 0.662, 'energy': 0.488, 'key': 9, 'loudness': -6.894, 'mode': 1, 'speechiness': 0.0682, 'acousticness': 0.782, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.817, 'tempo': 117.913, 'type': 'audio_features', 'id': '0mflMxspEfB0VbI1kyLiAv', 'uri': 'spotify:track:0mflMxspEfB0VbI1kyLiAv', 'track_href': 'https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv', 'duration_ms': 182347, 'time_signature': 4}","
 promised miles combined 
 change heart like halfway drive 
 voice trailed exactly passed exit sign 
 Kept drivin  straight left future right 
 stuck anger blame face 
 memories somethin smoking weed replace 
 terrified weather cause rains 
 Doc told travel  Covid planes 

  
 love Vermont  season sticks 
 saw mom  forgot existed 
 half fault  like play victim 
 drink alcohol  til friends come home Christmas 
 dream night version 
  lose 
 tire tracks pair shoes 
 split half  

  
 thought piled good bad 
 cancel darkness inherited Dad 
  longer funny cause miss way laugh 
 called  forever   
 Noah Kahan LiveGet tickets low  114You like 
 love Vermont  season sticks 
 saw mom  forgot existed 
 half fault  like play victim 
 drink alcohol  til friends come home Christmas 
 dream night version 
  lose 
 tire tracks pair shoes 
 split half  

  
 Oh  
 half 
 hope pain passin  
 doubt 

  
 love Vermont  season sticks 
 saw mom  forgot existed 
 half fault  like play victim 
 drink alcohol  til friends come home Christmas 
 dream night version 
  lose 
 tire tracks pair shoes 
 split half  
 do7Embed"
the boy is mine,Ariana Grande,94,pop,eternal sunshine,0.67,"{'danceability': 0.785, 'energy': 0.633, 'key': 7, 'loudness': -5.848, 'mode': 0, 'speechiness': 0.0445, 'acousticness': 0.175, 'instrumentalness': 0, 'liveness': 0.072, 'valence': 0.46, 'tempo': 97.973, 'type': 'audio_features', 'id': '4TYhQPffPcde8OQFnTo62a', 'uri': 'spotify:track:4TYhQPffPcde8OQFnTo62a', 'track_href': 'https://api.spotify.com/v1/tracks/4TYhQPffPcde8OQFnTo62a', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4TYhQPffPcde8OQFnTo62a', 'duration_ms': 173640, 'time_signature': 4}","
  
 meant  unsee 
 wanna cause scene 
 usually unproblematic 
 independent  tell 
 Cause boy  

  
 Somethin somebody like 
 Baby  come  come   
 God knows tryin   use denying 

  
 boy 
 wait try 
 Le  let intertwined 
 stars  aligned 
 Thе boy 
 Watch timе 
 believe mind 
 boy divine 
 Boy 

  
 know ai planned 
 Probably bet dime life 
 got ta reason 
 girls  come sticky situation 
   fine   fine  
 Happens time 
 like 
 Somethin somebody like 
 Baby  come  come   
 God knows tryin   use denying 

  
 boy 
 wait try 
 Le  let intertwined 
 stars  aligned 
 boy 
 Watch time 
 believe mind 
 boy divine 
 Boy  

  
 know simply meant 
  accountability tears 
 Promise usually 
 Like  shit  like news  
 ignore heart  boy 

  
 boy 
 wait try  Oh  
 Le  let intertwined 
 stars  aligned 
 boy 
 Watch time 
 believe mind 
 boy divine 
 Boy mine5Embed"
supernatural,Ariana Grande,94,pop,eternal sunshine,0.66,"{'danceability': 0.583, 'energy': 0.734, 'key': 8, 'loudness': -6.749, 'mode': 1, 'speechiness': 0.0929, 'acousticness': 0.108, 'instrumentalness': 0, 'liveness': 0.129, 'valence': 0.484, 'tempo': 153.003, 'type': 'audio_features', 'id': '2wlV2CzmVGT4Vq45iSRaRZ', 'uri': 'spotify:track:2wlV2CzmVGT4Vq45iSRaRZ', 'track_href': 'https://api.spotify.com/v1/tracks/2wlV2CzmVGT4Vq45iSRaRZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2wlV2CzmVGT4Vq45iSRaRZ', 'duration_ms': 163382, 'time_signature': 4}","
  love possessin   mind  
  taking  wanna fight fall  

  
 want 
 need right 
 like thing 
 crystal  clear  

  
 want come claim  
 waiting  
 Yeah  want  
 Want 

  
 like supernatural 
 love possessin   mind 
 like supernatural 
 takin   wanna fight fall 
 like supernatural 
  love possessin   mind  Mm 
 like supernatural  Oh  
  love possessin   mind  Mm 
 like 
 Need hands body 
 Like moon needs thе stars  Like moon needs stars  
 Nothin еlse felt way inside 
 Boy  let far 

  
 want come claim  
 waiting   Ooh  
 Yeah  want  
 Want 

  
 like supernatural 
 love possessin   mind 
 like supernatural 
 takin   wanna fight fall 
 like supernatural 
  love possessin   mind   mind  mm 
 like supernatural 
  love possessin   mind   mind 

  
 Yeah  Yeah   mm 
 want come claim    
     
 come    
  
 love possessin   mind 
 like supernatural 
 takin   wanna fight fall 
 like supernatural 
  love possessin   mind   mind  mm 
 like supernatural  Ooh  
  love possessin   mind   mind 
 like supernatural6Embed"
Last Night,Morgan Wallen,87,contemporary country,One Thing At A Time,0.84,"{'danceability': 0.492, 'energy': 0.675, 'key': 6, 'loudness': -5.456, 'mode': 1, 'speechiness': 0.0389, 'acousticness': 0.467, 'instrumentalness': 0, 'liveness': 0.142, 'valence': 0.478, 'tempo': 203.759, 'type': 'audio_features', 'id': '7K3BhSpAxZBznislvUMVtn', 'uri': 'spotify:track:7K3BhSpAxZBznislvUMVtn', 'track_href': 'https://api.spotify.com/v1/tracks/7K3BhSpAxZBznislvUMVtn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7K3BhSpAxZBznislvUMVtn', 'duration_ms': 163855, 'time_signature': 4}","
 night  let liquor talk 
 remember said  said 
 told wish somebody met 
  baby  baby  tellin  ai 

  
 way night kissed lips 
 grip sheets fingertips 
 bottle Jack  split fifth 
 talkin  bout life  goin sip sip 
 Yeah   know love fight 
 shit mean 
 gon  wake wantin  

  
 know night  let liquor talk 
 remember said  said 
 told wish somebody met 
  baby  baby  tellin  ai 
 way night  night  
 way night  night  

  
 way night break 
 tail lights dust 
 mama  bluff 
 middle night  pull right 
 Yeah   friends   Let  
 friends   hell   
 trade kind love nothin 
 Morgan Wallen LiveGet tickets low  22You like 
 Oh  baby  night  let liquor talk 
 remember said  said 
 told wish somebody met 
  baby  baby  tellin  ai 
 way night  said 
 remember said  said 
 know packed shit slammed door right left 
  baby  baby  tellin  ai 
 way night  night  
 way night  night  

  
 know said time comin  
  baby  baby  tellin  ai 
 way night  night  
 way night  night3Embed"
Water,Tyla,76,,Water,0.92,"{'danceability': 0.673, 'energy': 0.722, 'key': 3, 'loudness': -3.495, 'mode': 0, 'speechiness': 0.0755, 'acousticness': 0.0856, 'instrumentalness': 0, 'liveness': 0.137, 'valence': 0.519, 'tempo': 117.187, 'type': 'audio_features', 'id': '5aIVCx5tnk0ntmdiinnYvw', 'uri': 'spotify:track:5aIVCx5tnk0ntmdiinnYvw', 'track_href': 'https://api.spotify.com/v1/tracks/5aIVCx5tnk0ntmdiinnYvw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5aIVCx5tnk0ntmdiinnYvw', 'duration_ms': 200256, 'time_signature': 4}","
 sweat  hotter 
 lose breath  water 
 sweat  hotter 
 lose breath  water 

  
 Normally  cool 
 tonight  wildin  
  Yeah  dangerous mood 
 match timing   Mm  mm  
 Tellin   Yeah  bout 
 try hide  Ooh 
 Talk cheap  
 understand like 

  
 blow mind  
 Set body 
 time  Ooh  
 snatch soul  
 wanna wait  come 
 ai 
 blow mind  
 Set body  body 
 like 
 sweat  hotter 
 lose breath  water 
 sweat  hotter 
 lose breath  water 

  
 Hopefully night 
 excited  Ooh  
 Oh  privacy  Mm   ai got ta 
 stay inside 

  
 blow mind   Oh  
 Set body 
 time  time  
 snatch soul  
 wanna wait  come 
 ai   
 blow mind  
 Set body  body  Haibo  

  
 sweat  hotter  Hotter  
 lose breath  water 
 sweat  Sweat   hotter  Hotter  
 lose breath  water  sweat  
 sweat  hotter  Hotter  
 lose breath  water 
 sweat  Sweat   hotter  Hotter  
 lose breath  water 
  
 sweat  hotter 
 lose breath  water 
 sweat  hotter 
 lose breath  water1Embed"
Fast Car,Luke Combs,83,"contemporary country, country",Gettin' Old,0.87,"{'danceability': 0.712, 'energy': 0.603, 'key': 8, 'loudness': -5.52, 'mode': 1, 'speechiness': 0.0262, 'acousticness': 0.186, 'instrumentalness': 0, 'liveness': 0.115, 'valence': 0.67, 'tempo': 97.994, 'type': 'audio_features', 'id': '1Lo0QY9cvc8sUB2vnIOxDT', 'uri': 'spotify:track:1Lo0QY9cvc8sUB2vnIOxDT', 'track_href': 'https://api.spotify.com/v1/tracks/1Lo0QY9cvc8sUB2vnIOxDT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Lo0QY9cvc8sUB2vnIOxDT', 'duration_ms': 265493, 'time_signature': 4}","
 got fast car 
 want ticket 
 Maybe deal 
 Maybe 
 place better 
 Startin  zero  got nothin lose 
 Maybe 
   got nothin prove 

  
 got fast car 
 got plan 
 workin  convenience store 
 Managed save little bit money 
 Wo drive far 
 thе border city 
 jobs 
 Finally mеans livin  

  
  old man got problem 
 live bottle  way 
 said body old working 
 body young look like 
 Mama went left 
 wanted life 
 said   Somebody got ta care  
 quit school 
 Luke Combs LiveGet tickets low  35You like 
 got fast car 
 fast fly away  
 got ta decision 
 Leave tonight live die way 

  
 remember driving  driving car 
 Speed fast  felt like drunk 
 City lights lay arm felt nice wrapped shoulder 
 feeling belonged 
 feeling   

  
 got fast car 
 cruising  entertain 
 ai got job 
 work market checkout girl 
 know things better 
 find work promoted 
 shelter 
 Buy bigger house  live suburbs 

  
 remember driving  driving car 
 Speed fast  felt like drunk 
 City lights lay arm felt nice wrapped shoulder 
 feeling belonged 
 feeling   
  
 got fast car 
 got job pays bills 
 stay drinking late bar 
 friends kids 
 hoped better 
 Thought maybe find 
 got plans  ai goin 
 fast car driving 

  
 remember driving  driving car 
 Speed fast  felt like drunk 
 City lights lay arm felt nice wrapped shoulder 
 feeling belonged 
 feeling   

  

  
 got fast car 
 fast fly away  
 got ta decision 
 Leave tonight live die way2Embed"
End of Beginning,Djo,79,"pov: indie, psychedelic pop",DECIDE,0.97,"{'danceability': 0.689, 'energy': 0.454, 'key': 2, 'loudness': -7.643, 'mode': 1, 'speechiness': 0.0584, 'acousticness': 0.0351, 'instrumentalness': 0.00259, 'liveness': 0.0707, 'valence': 0.912, 'tempo': 159.982, 'type': 'audio_features', 'id': '3qhlB30KknSejmIvZZLjOD', 'uri': 'spotify:track:3qhlB30KknSejmIvZZLjOD', 'track_href': 'https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD', 'duration_ms': 159246, 'time_signature': 4}","
 tear cry  teardrop eye 
 better save 
 middle night things black white 
 Enter  Troubadour 
  Remember    

  
 Chicago  feel 
 version  
 wave goodbye end beginning 

  
 song started  finding 
 laugh  
 major sacrifice  clueless time 
 Enter  Caroline 
  trust  fine  

  
 Chicago  feel 
 version  
 wave goodbye end beginning 
  Goodbye  goodbye  goodbye  goodbye  

  
 man city  city man 
 man city  city man 
 man city  city man 
 man  
 like 
 Chicago  feel 
 version  
 Oh  wave goodbye end beginning 
  Goodbye  goodbye3Embed"
redrum,21 Savage,92,"atl hip hop, hip hop, rap",american dream,0.95,"{'danceability': 0.624, 'energy': 0.74, 'key': 2, 'loudness': -8.445, 'mode': 1, 'speechiness': 0.0481, 'acousticness': 0.00529, 'instrumentalness': 0.000224, 'liveness': 0.5, 'valence': 0.246, 'tempo': 172.089, 'type': 'audio_features', 'id': '52eIcoLUM25zbQupAZYoFh', 'uri': 'spotify:track:52eIcoLUM25zbQupAZYoFh', 'track_href': 'https://api.spotify.com/v1/tracks/52eIcoLUM25zbQupAZYoFh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/52eIcoLUM25zbQupAZYoFh', 'duration_ms': 270698, 'time_signature': 4}","
 Cai  noite sobre o nosso amor 
 Cai  e agora só restou amor 
 Uma palavra  Adeus 
 Woah  woah  woah 

  
 Want  wo leave breadcrumb 
 Bitch   thought nigga said somethin 
 Thought nigga said somethin 
 G Block  know redrum 
 Redrum  redrum  redrum  redrum 
 G Block  know redrum 
 Redrum  redrum  redrum  redrum 
 Nigga  know   Redrum  

  
 Ridin       
 Thirty  shots K  K  
 Marathon  run  Run  
 touched   Sway    Sway   
 Graveyard  opps stay  Opps stay  
 Hypnotize    
 21  niggas play  play  
 Glock Gen5 said hey  Said hey  
 choppеr everywherе  bae  bae  
 yo  ass car  givin  Tre  Givin  Tre  
 spinnin  hood day  day  
 Niggas outside  okay  okay 
 let bitch play  way  way  
 duck believe hoes  hoes  
 got way bodies old K  Old K  
 lil  brother beat body  OJ  OJ  
 Niggas talkin  bout lit  La Flame  Pussy  
 lil  boy mascot  ai gang  Pussy  
 Watch half million dollars plain  Pussy  
 TSA planes  Pussy  
 pussy head  lame  Pussy  
 knew leavin   fore came  Pussy  
 revolvers waist  John Wayne  Pussy  
 Smack niggas  Live sing  Yeah  
 21 Savage LiveGet tickets low  29You like 
 Want  wo leave breadcrumb 
 Bitch   thought nigga said somethin 
 Thought nigga said somethin 
 G Block  know redrum 
 Redrum  redrum  redrum  redrum 
 G Block  know redrum 
 Redrum  redrum  redrum  redrum 
 Nigga  know   Redrum  

  
 niggas got belt   lot  
 Catch em light  nailed  Bow  
 9  1  1  somebody help 
 Sub  tweeting bad health  pussy 
 gangster  ai takin  shit  pussy 
 song rat  pussy 
 Lego stick  rat   tat  pussy 
 wanna talk  catch hat  pussy 
 Big Draco come Scat  pussy 
 stood business  layin   pussy 
 Ask  rappin  nothin facts  pussy 
 reason niggas runnin  track  pussy  God  
 ai stepped  tell thing  21  
 got big kahunas lettin  em hang  21  
 mouth closed gon  change  21  
 jam pointin  blame  21  21  
 ai let slide  sharpenin  aim 
 Smokin  brothers  got ass left slain 
 know smoke  cause ai chain 
  ass cocaine  21  21  
  
 Want  wo leave breadcrumb 
 Bitch   thought nigga said somethin 
 Thought nigga said somethin 
 G Block  know redrum 
 Redrum  redrum  redrum  redrum 
 G Block  know redrum 
 Redrum  redrum  redrum  redrum 
 Nigga  know   Redrum  

  
 Little pigs 
 Little pigs  let come 
 hair chinny  chin  chin  
 huff  puff  blow house 
 Johnny5Embed"
eternal sunshine,Ariana Grande,94,pop,eternal sunshine,0.68,"{'danceability': 0.659, 'energy': 0.502, 'key': 9, 'loudness': -6.962, 'mode': 1, 'speechiness': 0.101, 'acousticness': 0.553, 'instrumentalness': 0, 'liveness': 0.113, 'valence': 0.341, 'tempo': 159.909, 'type': 'audio_features', 'id': '2waUyWiimcCeA8DbJH8BtT', 'uri': 'spotify:track:2waUyWiimcCeA8DbJH8BtT', 'track_href': 'https://api.spotify.com/v1/tracks/2waUyWiimcCeA8DbJH8BtT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2waUyWiimcCeA8DbJH8BtT', 'duration_ms': 210200, 'time_signature': 4}","
 

  
 care people 
 know change 
 guess 
 rearrange truth 
 seen lie like 
  start think true 
 Ooh 
 loop  yeah  yeah 

  
 play separate scenes 
  bed  mm  mm  layin  chest 
 head  wonderin  ends 

  
   sorry  
 got feelin  sorry 
 showed demons  lies 
 played like Atari 
 like lookin  mirror 
 Hope feel alright 
 found good boy 
 eternal sunshine  sunshine 
 like 
 try wipe mind 
 feel insane 
 feel painless 
 forget know  know sure 
 fought door  mm 
 close  yeah  yeah 

  
 play separate scenes 
  bed  layin  chest 
 head  wonderin  ends  ends  ends 

  
   sorry  
 got feelin  sorry 
 showed demons  lies 
 played like Atari 
 like lookin  mirror 
 Hope feel alright 
 found good boy 
 eternal sunshine  sunshine 
  
 Wo break  shake 
 fate  rewrite 
 Deep breaths  tight chest 
 Life  death  rewind 
 Wo  Wo  break  Wo     shake  Shake  
   fate  Fate   rewrite 
 Deep  Deep  breaths  Breaths   tight  Tight  chest  Chest  
 Life  Life   death  Death  
  
   sorry  
 got feelin  sorry 
 showed demons  lies 
 played like Atari 
 like lookin  mirror  Wo break  shake  
 Hope feel alright  fate  rewrite  
 found good boy  Deep breaths  tight chest  
 eternal sunshine  sunshine  Life  death  rewind  

  
 Wo  Wo  break  Wo     shake  Shake  
   fate  Fate   rewrite 
 Deep  Deep  breaths  Breaths   tight  Tight  chest  Chest  
 Life  Life   death  Death   rewind 
 Wo  Wo  break  Wo     shake  Shake  
   fate  Fate   rewrite 
 Deep  Deep  breaths  Breaths   tight  Tight  chest  Chest  
 Life  Life   death  Death5Embed"
Whatever She Wants,Bryson Tiller,82,"kentucky hip hop, r&b, rap",Whatever She Wants,0.9,"{'danceability': 0.82, 'energy': 0.487, 'key': 9, 'loudness': -7.358, 'mode': 0, 'speechiness': 0.0959, 'acousticness': 0.102, 'instrumentalness': 0, 'liveness': 0.0803, 'valence': 0.431, 'tempo': 96.028, 'type': 'audio_features', 'id': '57wp7VFnV8X0pSVnYArGeJ', 'uri': 'spotify:track:57wp7VFnV8X0pSVnYArGeJ', 'track_href': 'https://api.spotify.com/v1/tracks/57wp7VFnV8X0pSVnYArGeJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/57wp7VFnV8X0pSVnYArGeJ', 'duration_ms': 161342, 'time_signature': 4}","
 Nah  gettin  started 
 Slum Tiller  Volume 2  nigga 
 boy Tylian snapped shit 
 got motherfucker goin crazy know  
  nigga  know time 
 Uh 

  
 bougie ass Rodeo let pick want 
 CC  Gucci  hit Bottega  want 
 piss  want 
 Talking bout nails  finna nail ass home 
 Hit shower  tell want  Huh  
 Like singin  Mase  tell want  Huh  huh  
  Huh  huh  huh  huh  huh  wow  

  
 power trip 
 know pussy power got buyin  shit 
 Friends ai jackin   lyin  friends 
 know beast  wake giants  Huh  huh  huh  huh  huh  
 Shinin  
 Ran  told lil  mama   Slide DMs   Huh  uh  
 right  oh 
 Locked 
 Shawty got dress block hot 
 Thick hit sound like Flocka adlibs  Baow  baow  baow  baow  baow  
 Got ass 
 got trippin  nothin 
 Got nigga feelin  like sucker 
 Close emotion rush let 
 Hurry let  Huh  
 Bryson Tiller LiveGet tickets low  38You like 
 bougie ass Rodeo let pick want 
 CC  Gucci  hit Bottega  want 
 piss  want 
 Talking bout nails  finna nail ass home 
 Hit shower  tell want  Want  
 Like singin  Mase  tell want  Huh  huh  huh  huh  huh  huh  

  
  Oh  oh  oh  oh  oh  oh  oh   
 knowin    
 spoiled motherfucker 
 

  
 Huh 
 Spoil ass 
 dealership  Porsche  got twin  huh 
 Patek got beam  huh  hold lens 
 ice bought friends  huh 
 Shop lean  huh 
 Bae  let  Ayy  
 hold damn thing  spicy like Tajin  Hot  hot  hot  hot  hot  
 Ha  yeah  spicy like Tajin  ayy  look  bae  sense 

  
 finna bougie ass Rodeo let pick want 
 CC  Gucci  hit Bottega  want 
 piss  want  Uh  huh  
 Talking bout nails  finna nail ass home 
 Hit shower  tell want  Huh  
 Like singin  Mase  tell want  Huh  huh  huh  huh  huh  huhEmbed"
